trigram,freq,G2,PMI
progenitor blastomere aryl,1,5.366539189174202,27.8319979498081
response pollutant aryl,1,5.366539189174202,14.475821119291743
brain axis aryl,1,5.366539189174202,19.182292684336684
elongation kinase aryl,1,5.366539189174202,26.024643027750493
arc setting opening,1,5.365976082817864,17.979013362316795
axis valley bottom,1,5.365011006804082,17.79746018660092
reflection top bottom,1,5.365011006804082,18.3620822390379
micro sized formulation,2,5.361711905929238,19.269263236814744
natural biological formulation,2,5.361711905929238,13.508662083456882
fish feed formulation,2,5.361711905929238,18.85570922871123
parameter mercury removal,2,5.360368643046812,14.8131524695615
effective arsenic removal,2,5.360368643046812,15.517283543208018
reactor dye removal,2,5.360368643046812,16.86833302341716
powder composite removal,2,5.360368643046812,14.726492316146258
simultaneous nitrate removal,2,5.360368643046812,15.791734027809428
concentration phenol removal,2,5.360368643046812,15.17564900959249
gas fuel removal,2,5.360368643046812,9.54100516281286
modeling water removal,2,5.360368643046812,9.111648917324198
oil biosorptive removal,2,5.360368643046812,15.549832098406473
optimization biosorptive removal,2,5.360368643046812,19.501885473744366
effective synergistic removal,2,5.360368643046812,14.711721902973466
washing method removal,2,5.360368643046812,14.696388854338197
scale theory removal,2,5.360368643046812,13.709713976357218
batch effect removal,2,5.360368643046812,13.09478717684236
form carbon removal,2,5.360368643046812,11.906633713631706
adsorbent cholesterol removal,2,5.360368643046812,18.850613627975445
kinetic adsorption removal,2,5.360368643046812,12.938987576980947
system dye removal,2,5.360368643046812,12.837596346851551
spill solvent removal,2,5.360368643046812,13.870697256810145
bio material removal,2,5.360368643046812,12.053876878244573
behavior pollutant removal,2,5.360368643046812,13.938987576980947
adsorptive photocatalytic removal,2,5.360368643046812,18.921355219338473
improvement dye removal,2,5.360368643046812,16.155820472975496
phenol compound removal,2,5.360368643046812,15.387153114786203
flow module removal,2,5.360368643046812,16.828939585117077
channel salt removal,2,5.360368643046812,14.617630662909644
carbon phenol removal,2,5.360368643046812,12.871009803900986
basal leaf removal,2,5.360368643046812,17.91766073578073
dynamic steroid removal,2,5.360368643046812,15.732483650478164
dynamic study combustion,2,5.360317968298048,9.589051713383205
surface temperature biodiversity,1,5.3579415531285175,11.747640698269683
mmx mission spacecraft,1,5.3542482940936225,24.936247911804777
advance challenge nanotechnology,2,5.353589056266374,17.50932316016715
fungus degradation polycyclic,2,5.353437600808559,13.016581275680046
study exposure polycyclic,1,5.353437600808559,8.98518653622456
ammonium citrate gasoline,1,5.352092086078339,24.6924465974093
level plasma biomarker,1,5.349197057815397,11.200556607754283
rock parameter calibration,2,5.344708552350455,12.975318047545704
carbon nitride photocatalyst,4,5.344450931038669,17.822039273652273
influence surface roughness,1,5.343136577229194,13.754881341025943
sodium ion ratio,1,5.342891031403619,13.751430217896157
meso macro pore,1,5.341103607044439,19.540443503964255
waste bituman fabrication,2,5.3400692468382145,13.667661712382667
index clay mineralogy,2,5.336464365867406,14.92357645925515
temperature concentration velocity,2,5.336464365867406,12.46845824946032
east european tetrapod,1,5.334551187734072,19.709667693504898
slow slip event,5,5.333854658078144,20.38044866339169
model control site,1,5.333740437768586,9.434434669180037
cross section recession,1,5.330358867331075,21.28703351701886
aspect ratio circularity,1,5.330027698426405,20.099830524144714
cultivable bacterial strain,2,5.327363369305827,21.824000368983892
polyaniline nanofiber strain,2,5.327363369305827,20.647122606899813
sensitive flexible strain,2,5.327363369305827,18.616714840037655
isolate bacillus strain,2,5.327363369305827,19.984157594177383
mass quality limestone,2,5.326807327174826,11.71489263173155
composition lipid class,2,5.326807327174826,14.653105705777136
field area reactivity,1,5.32593647216817,12.323584575362418
wave event context,2,5.32178880357807,16.00983570438039
input datum error,1,5.319602146072822,16.05962521325301
formation hydrocarbon enrichment,2,5.319171557900974,8.746506499266182
sp tanarium sp,1,5.31683401171643,21.162686982132623
specie lefkaraense sp,1,5.31683401171643,22.211425637054877
product log sp,1,5.31683401171643,14.725815676403412
subsurface leachate pathway,1,5.307606579757934,17.454161747545243
speed migration pathway,1,5.307606579757934,16.50866887853243
effect exposure pathway,1,5.307606579757934,10.607799835684501
life hippo pathway,1,5.307606579757934,19.56143306987576
rock material precursor,2,5.306927302921618,12.510335399403317
quality tobacco leave,1,5.301378720028411,17.96858599086646
soil sediment reactant,1,5.300333142406326,13.707238697077143
measure water injection,1,5.298715803789485,11.994846355376312
measure air injection,1,5.298715803789485,15.369283089427276
core scale injection,1,5.298715803789485,13.004999857686835
toughness investigation injection,1,5.298715803789485,15.905739380155484
porosimetry mercury injection,1,5.298715803789485,21.991583135835555
traditional commingled injection,1,5.298715803789485,22.089591339639874
diffraction mercury injection,1,5.298715803789485,18.319157793864058
pressure production injection,1,5.298715803789485,10.432971907039798
mechanism formation timing,2,5.2969835831524446,12.337925941128802
assessment risk destruction,1,5.2942888167717,13.084573510893122
approach fluid subsidence,1,5.294268881925737,12.374455467156084
matter lake term,1,5.293060055617552,9.574177558959711
contact zone basalt,2,5.29184647737884,17.39838241771827
pre salt sequence,2,5.290493180944118,15.44625543141403
laser ablation bronze,2,5.2851202215557205,20.48078262795249
carbonate system theory,1,5.284485789687967,10.99197212915911
exploration engineering planning,1,5.283935123050209,15.632938142739297
implication energy planning,1,5.283935123050209,12.91007843330457
density current eruption,1,5.283935123050209,15.619525435134612
tropical volcanic eruption,1,5.283935123050209,16.882535970447943
ozone depletion uv,2,5.28292041248668,21.959767044011187
paleoenvironment hydrocarbon exploration,2,5.281769765168779,12.46936597171639
alteration dolomite quartz,2,5.280498838329265,18.62236885078161
group mineral smelter,1,5.2786642134486295,17.085653204072806
soil rock specimen,2,5.274128186714545,11.950795728411633
electron spin diamond,2,5.274021676814312,19.972410901468987
film thickness microwave,2,5.267157599258371,17.820148299457287
dissolution solubility calcite,1,5.2654552209594065,19.535942111729312
resistance melon bacillus,1,5.264503802231332,21.09728832958226
medium effusion bacillus,1,5.264503802231332,22.18094625862917
inlet concentration mm,1,5.264131890730428,19.92962283532207
nanoparticle hydrocarbon solvent,2,5.263528540976895,11.451416373129144
compound methanol solvent,2,5.263528540976895,16.75661067301711
study correlation quantum,2,5.26347142123779,11.961921811825563
paleoenvironment provenance tectonic,2,5.2632903273863745,16.078785219194327
age petrogeochemistry tectonic,2,5.2632903273863745,21.298069278192823
source petrogenesis tectonic,2,5.2632903273863745,13.475089733720333
reconstruction provenance tectonic,2,5.2632903273863745,15.242760954305453
process salt tectonic,2,5.2632903273863745,11.93764381682299
influence rift tectonic,2,5.2632903273863745,13.866270021521762
sedimentation environment tectonic,2,5.2632903273863745,13.65067095848572
water budget component,4,5.259737875665423,15.404212092952523
cameroon implication genesis,2,5.257672891080892,14.986984122984586
factor safety dam,1,5.256263517577933,15.728539377941903
coal quality preparation,2,5.253059174972016,10.281759047352034
testing result introduction,1,5.252437642459119,14.988234301235817
introduction sedimentology introduction,1,5.252437642459119,18.68250830876003
introduction palaeoentomology introduction,1,5.252437642459119,23.56515135812187
slope failure safety,1,5.251005384025904,16.01039003345393
oxidation process remediation,2,5.248830373129721,12.257007644936783
activity product solubility,1,5.246352978561005,14.17311705476022
prediction water solubility,1,5.246352978561005,11.262958240599163
impact silicon uptake,1,5.2428674407753615,15.571072292248923
county level disaster,1,5.2428674407753615,18.011911061576782
model crop disaster,1,5.2428674407753615,14.170496392233622
extreme implication disaster,1,5.2428674407753615,15.005635988700776
energy exergy emission,2,5.242549099532569,17.47504610037114
datum research subject,1,5.237482565045311,12.958071658329095
morphology formation nano,1,5.234629236669346,11.778604528599386
dominance ion sequence,1,5.232228373694783,16.695837891932843
accretive downstate sequence,1,5.232228373694783,29.932524825762062
pattern development sequence,1,5.232228373694783,11.56838803284683
time framework sequence,1,5.232228373694783,12.343396733451836
overthrust sedimentary sequence,1,5.232228373694783,21.338200221837212
good stratigraphic sequence,1,5.232228373694783,17.35651295155528
thick sedimentary sequence,1,5.232228373694783,15.034419473660112
complete evolutionary sequence,1,5.232228373694783,18.235122818259352
complete stratigraphic sequence,1,5.232228373694783,18.02789020409391
alteration type sequence,1,5.232228373694783,13.23173293014067
oil genome sequence,1,5.232228373694783,10.512802223469583
low dimensional object,1,5.231450643256403,13.78201853772958
quality soil winter,2,5.231007322063986,12.63603670648984
knowledge graph probability,2,5.229487775825187,21.553548491587616
tectonic uplift pattern,1,5.229179515385032,14.591616532421137
dispersal mode mine,1,5.227475848224319,18.531645389479877
issue acid mine,1,5.227475848224319,13.609693586276228
zone coal mine,1,5.227475848224319,9.975137815435499
control acid mine,1,5.227475848224319,11.059219461940364
contamination acid mine,1,5.227475848224319,12.130772722965398
gene expression programming,2,5.224557878881149,20.475821119291744
water contamination scarcity,1,5.224405118564881,14.33229367637438
seasonal latitudinal dependence,1,5.223822172445256,20.43567104837402
fracturing flowback fluid,2,5.222568646125824,19.63350568506836
iron fe hydroxide,1,5.22189304702429,16.83446758126071
use waste polypropylene,2,5.219354918360426,14.197628648661462
complexity fracture network,2,5.218358785542909,15.23618055506106
rain gauge network,2,5.218358785542909,23.57335642364736
measurement leveling network,2,5.218358785542909,20.54991751068253
toxicity insight network,2,5.218358785542909,12.865134693609006
transformer style network,2,5.218358785542909,19.044181701111953
domain filter network,2,5.218358785542909,16.684487235676883
graph convolution network,2,5.218358785542909,19.39681354344054
enhancement diffusion network,2,5.218358785542909,15.989223296355707
siamese fouri network,2,5.218358785542909,22.10940932388757
multi resolution network,2,5.218358785542909,11.94202254133241
body sensor network,2,5.218358785542909,15.119929669937717
temporal convolutional network,2,5.218358785542909,16.904251439967474
gas sewer network,2,5.218358785542909,17.282860836596655
decomposition transformer network,2,5.218358785542909,15.654410960443538
cetsa technology network,2,5.218358785542909,20.134880011403688
pattern river network,2,5.218358785542909,11.980525679592864
removal neural network,2,5.218358785542909,13.006698708938295
carcinoma drug network,2,5.218358785542909,16.985701747375497
cell interaction network,2,5.218358785542909,12.025604263482718
novel neural network,2,5.218358785542909,12.530333855520695
polyisobutylene polyurethane network,2,5.218358785542909,22.025345059099095
feature enhancement network,2,5.218358785542909,14.529791677718409
blasting crack network,2,5.218358785542909,18.816627574659723
deep residual network,2,5.218358785542909,13.185368838969055
italian seismic network,2,5.218358785542909,17.03045798249275
learning neural network,2,5.218358785542909,12.707431211462103
rock fissure network,2,5.218358785542909,14.502967095755961
cerna regulative network,2,5.218358785542909,28.753265513662296
advanced neural network,2,5.218358785542909,14.139058929412268
response river network,2,5.218358785542909,10.983892530691262
temperate fluvial network,2,5.218358785542909,18.336731853462712
active polymeric network,2,5.218358785542909,15.841124657366572
mechanism fault geometry,1,5.217500327917325,14.142650990714959
oil purification superhydrophobic,1,5.216531164742907,11.115203870769749
mexican caribbean coral,2,5.216358150783802,23.82626545081875
mechanism analysis rejuvenator,2,5.215219722189022,12.235319046495169
rainfall erosivity elevation,1,5.214695825047702,24.708009232532643
rice seed coating,2,5.214503017114735,15.452390482693048
antimicrobial edible coating,2,5.214503017114735,17.96103312135518
facie interpretation conclusion,1,5.20979318592161,19.051985348863155
distribution coal measure,2,5.209315246871765,11.768507241257259
shale coal measure,2,5.209315246871765,10.703698945629162
rock pressure law,2,5.209285236497148,11.997581345804786
change soil aggregate,2,5.205508029254144,10.744749758873537
rupture velocity account,1,5.20485177329007,21.136368110309323
vegetation development objective,1,5.2015322350286315,15.398420658395017
relationship provenance quantification,1,5.201116455870229,14.135999600152518
self diffusion coefficient,2,5.197195841475588,16.905725122849198
dynamic characteristic coefficient,2,5.197195841475588,12.008457112019457
length cm cm,1,5.195851980819016,19.95935266358545
oil air contact,2,5.195046279473389,11.774018757388456
southern central part,2,5.190184408569122,12.035655677072453
synthesis characterization analcime,1,5.18943676860415,16.549813415145127
feature extraction support,2,5.188262306029493,14.976570124918709
carbon pool oak,2,5.182463444602054,17.643599307797913
northward long range,1,5.180680473863841,18.804038804532542
conducive long range,1,5.180680473863841,19.125966899419904
area depth range,1,5.180680473863841,12.161803600650677
absorption nm range,1,5.180680473863841,18.95341642857077
modern tidal range,1,5.180680473863841,16.82863714590005
range depth range,1,5.180680473863841,14.796335960458874
wave basis range,1,5.180680473863841,15.714073938304384
extreme db range,1,5.180680473863841,20.211214186038415
cell temperature range,1,5.180680473863841,11.111357568144292
entire chronological range,1,5.180680473863841,22.690382022736976
much short range,1,5.180680473863841,19.739291623217923
brittle plastic range,1,5.180680473863841,17.741554674726494
improvement prediction range,1,5.180680473863841,13.805517733458457
nanocomposite nm range,1,5.180680473863841,18.67813842698223
occur temperature range,1,5.180680473863841,19.576923972953693
various spectral range,1,5.180680473863841,14.426579340480897
stratigraphic geographic range,1,5.180680473863841,19.383395161421095
chlorite depth range,1,5.180680473863841,17.857031892146427
applicable wide range,1,5.180680473863841,20.219076303811388
metabolite urine rat,2,5.179980542174304,16.951299622606466
sodium arsenite rat,2,5.179980542174304,22.496264055395706
tropical marine atmosphere,2,5.178592252873676,14.574146929214297
analysis solution quantity,1,5.1756756685862655,12.461587347339696
water cut oilfield,2,5.1731770633829885,14.743842189573343
coal fire sponge,2,5.170346033234539,15.219089590804243
hydrocarbon generation palynofacie,2,5.1693353306190595,13.264384390287034
acid base chemistry,1,5.169109465120803,13.08632160599554
transformation study peat,1,5.168642277616711,11.603576103792774
potential green flavor,2,5.168461657021215,14.244429594398708
salinity tolerance biosurfactant,2,5.165845368958688,19.23992430213592
soil biodegradation alkane,1,5.1658110375590915,13.561442545510477
analysis lineament extraction,2,5.158324708381967,13.006298255946051
source deposition flux,2,5.158161426291597,12.641693250329242
island arc magma,2,5.1565833997306445,17.943624840911106
hybrid deep learning,1,5.155044519325252,10.952799242965831
disaster planning migration,1,5.151369434828785,18.649380769151463
study coastline migration,1,5.151369434828785,14.517559497173105
effectiveness hydrocarbon migration,1,5.151369434828785,12.404027918837725
time fine migration,1,5.151369434828785,13.337579638839834
rural urban migration,1,5.151369434828785,16.699712444701607
condition gas recovery,2,5.148394748382088,8.46168447782323
optimization oil recovery,1,5.148394748382088,8.105946711135056
model gas exchange,1,5.147969436856984,8.13715864468004
analysis brain cell,2,5.147106024469286,11.414810576670249
landslide susceptibility zonation,1,5.1464119448243775,21.239385189614627
hydrocarbon biodegradation corrosion,2,5.145626030482992,12.353868776659509
earthquake cycle subduction,2,5.144141751023127,16.839257021634033
mineralogy geochemistry micromorphology,1,5.141160473811809,18.719600736535803
time temperature solid,1,5.140727304801309,9.356969188925984
soil result occurrence,1,5.13611748089296,9.606499820495818
heterogeneity fracture occurrence,1,5.13611748089296,14.07604063604706
third possible occurrence,1,5.13611748089296,17.83601342737031
analysis landslide occurrence,1,5.13611748089296,11.606470401455228
ion mesodiagenesis occurrence,1,5.13611748089296,20.406782046508713
discriminative condition occurrence,1,5.13611748089296,19.06521423812823
difference period occurrence,1,5.13611748089296,15.216681109267526
ailment overview occurrence,1,5.13611748089296,21.79054939521394
coal distribution occurrence,1,5.13611748089296,9.493884861148254
antibacterial antibiofilm activity,4,5.134085938582494,20.292284031329217
heavy light machine,2,5.1263556559113574,11.556086487572822
column water vapor,1,5.125283192101247,13.301477379605169
formation influence silt,1,5.124499976867575,12.365246339300503
analysis impact swct,1,5.1240822523905285,12.58356999934515
compression extension sector,1,5.123677427157248,19.305498710671532
characteristic gas genesis,2,5.122385664790391,9.155612099020313
drug design graph,1,5.121964893366554,15.788799740907871
safety dam slope,1,5.121596538507421,16.989925930894216
factor dam slope,1,5.121596538507421,15.326617378453317
geomorphology elevation slope,1,5.121596538507421,20.605647514902966
erodibility factor slope,1,5.121596538507421,18.154436403070637
south brazilian slope,1,5.121596538507421,14.641306647110547
middle continental slope,1,5.121596538507421,12.708435456356227
scale erosion slope,1,5.121596538507421,14.617548686935844
environment platform slope,1,5.121596538507421,13.053873175325815
denudation fluvial slope,1,5.121596538507421,21.607903488843334
basin base slope,1,5.121596538507421,11.648799491307864
phase ductile deformation,1,5.10882368268139,17.497589012586754
alteration surface deformation,1,5.10882368268139,12.69419479524578
faulting example deformation,1,5.10882368268139,19.970930932218895
simple pore deformation,1,5.10882368268139,14.621356725893166
refined pore deformation,1,5.10882368268139,16.829464921223366
understanding petrography deformation,1,5.10882368268139,16.31516860565482
flow curve deformation,1,5.10882368268139,14.467627815145681
propagation shear deformation,1,5.10882368268139,15.78055532074242
perpendicular thrust deformation,1,5.10882368268139,21.988278175782792
subsurface geometry deformation,1,5.10882368268139,17.060595778569223
mapping surface deformation,1,5.10882368268139,12.676346793912854
influence strength deformation,1,5.10882368268139,12.438532316353655
undisturbed tectonic deformation,1,5.10882368268139,19.248987528670344
macroflora degree deformation,1,5.10882368268139,21.563096119098404
phase tectonic deformation,1,5.10882368268139,11.558989557250895
helical buckling deformation,1,5.10882368268139,23.335144172420055
nonlinear buckling deformation,1,5.10882368268139,20.569609426057077
post emplacement deformation,1,5.10882368268139,17.4159752470331
track land conversion,1,5.108173798036788,17.078106240531756
time depth conversion,1,5.108173798036788,12.589399132974243
dye removal efficiency,2,5.106471418505983,15.090725444753609
typical coastal bay,2,5.106032703482754,15.739300092446877
geological geochemical history,1,5.103601619772078,11.830796688216328
technique prediction decline,1,5.102498686163196,14.216487675912779
structure heterogeneity fractal,2,5.102272377996913,15.251448333827055
gas occurrence fractal,2,5.102272377996913,12.440896877608909
heterogeneity influence porosity,2,5.1011605881735615,14.959186436140916
single dual porosity,2,5.1011605881735615,16.27529329229956
chemical weathering intensity,3,5.100232380033804,16.06006750642548
landslide susceptibility mapping,1,5.094461442103464,17.396110693302077
zone management decision,1,5.093369988307408,13.206098524731201
construction phase decision,1,5.093369988307408,14.577410754071584
different geographical oilfield,2,5.093285106117481,16.304404642989873
cusp form degree,2,5.090511478906965,23.001056207432878
fluid intermolecular interaction,2,5.089951553327209,16.53084346732285
fluid interfacial interaction,2,5.089951553327209,13.988316232922088
bio inert interaction,2,5.089951553327209,17.419635062363614
multi spherical interaction,2,5.089951553327209,16.308169791469304
manganese dependent interaction,2,5.089951553327209,16.68600662750732
free hydrophilic interaction,2,5.089951553327209,15.704645695729795
conformation crystal interaction,2,5.089951553327209,19.770496935495803
ligand oxide interaction,2,5.089951553327209,16.131431104436267
guest solvent interaction,2,5.089951553327209,18.83989027091348
laser material interaction,2,5.089951553327209,12.280527036400173
spin orbit interaction,2,5.089951553327209,22.30841086341253
ionization interphase interaction,2,5.089951553327209,17.31905810761204
group window interaction,2,5.089951553327209,16.18023040291472
composition topology interaction,2,5.089951553327209,16.43745280841427
sorption characteristic interaction,2,5.089951553327209,12.975195708552777
phytoplankton bacteria interaction,2,5.089951553327209,17.230053101553292
chemical rock interaction,2,5.089951553327209,8.766103147461408
pamp gene interaction,2,5.089951553327209,21.762548182380314
microbe host interaction,2,5.089951553327209,18.056023701778244
star planet interaction,2,5.089951553327209,20.926046914663193
physiology histopathology interaction,2,5.089951553327209,23.60737780985658
bone liver interaction,2,5.089951553327209,17.29365937448383
mantle lithosphere interaction,1,5.089951553327209,18.84407806787691
bacteria plant interaction,1,5.089951553327209,12.313841877968297
health microbiome interaction,1,5.089951553327209,14.33854344051282
sediment interval biogenic,1,5.0868893573076575,14.998096785135258
soil enzyme activity,4,5.084229429741788,12.488502664525322
energy production dairy,2,5.082457971984436,14.168799627716048
clayey silty clayey,1,5.081847453275084,23.594941237376577
particle collision post,1,5.078806421923578,15.543811107969995
quality yield improvement,2,5.078080948269184,14.476732894536784
safety reliability improvement,1,5.078080948269184,18.914812373471698
chemical reaction difference,1,5.076983939988118,12.664214326315655
ozone depletion nitrification,1,5.075384973760185,22.748262938817476
multi sensor fusion,2,5.074719023715756,15.96915712601271
life living microplastic,1,5.06959330923817,17.354440741833056
oxidation methane ebullition,1,5.068809043086298,16.965471924016544
seawater origin metamorphism,1,5.0686861639621155,17.014739448960025
amphibolite facie metamorphism,1,5.0686861639621155,22.575547304920168
evidence apatite bulk,2,5.066731587011288,18.50458475283517
high harmonic stress,2,5.065689347768206,13.673985588443642
organic molecular heterogeneity,2,5.065384234260612,10.324371483843498
compositional seasonal heterogeneity,2,5.065384234260612,18.516410188231962
temperature time history,1,5.0610377098975645,10.160865791211176
pattern coal fine,2,5.058406142676429,12.739177268682758
mycorrhizal fungi isolate,2,5.056128508210005,21.73520678599203
model compound methanol,2,5.050561967750271,13.449815881654905
cm depth cm,1,5.048814913260379,19.202623814597814
ion detection sensitivity,2,5.041430038902513,13.24205944804762
decomposition temperature sensitivity,2,5.041430038902513,13.870909842352988
dilution effect sensitivity,2,5.041430038902513,15.00255630391468
degradation temperature sensitivity,1,5.041430038902513,12.62970568454341
scale paddy rice,1,5.040900143638289,14.693861553278813
period paddy rice,1,5.040900143638289,16.133860964267548
similarity paddy rice,1,5.040900143638289,18.568999669602906
half paddy rice,1,5.040900143638289,19.09624667246777
provincial municipal rice,1,5.040900143638289,23.161341700689658
risk protection rice,1,5.040900143638289,13.943514459738187
rock peridotite subduction,1,5.040176578142308,17.11986782114398
dust deposition group,1,5.034226051515248,14.291308709392652
resource exploration groundwater,1,5.032626119916491,12.144217180161395
cation anion groundwater,1,5.032626119916491,17.761949593558118
singularity analysis wavelet,1,5.031606984290116,16.880376981479646
condition clay band,1,5.031522072821736,14.311039353929802
band mhz band,1,5.031522072821736,23.48531375583516
pollution control biodiesel,1,5.02881636175697,14.036176815278873
datum processing workflow,2,5.027547734451061,15.38500622981228
treatment day presence,1,5.025731123079657,14.37133224019463
wax content presence,1,5.025731123079657,14.683768886104696
epigondolella vialovi presence,1,5.025731123079657,30.967653049165662
magnesium concentration presence,1,5.025731123079657,15.240849499263092
adsorption surfactant presence,1,5.025731123079657,13.97724988478705
orthophosphate contrast presence,1,5.025731123079657,21.859128592387492
rust suspension presence,1,5.025731123079657,20.16513668404444
reprecipitation reaction presence,1,5.025731123079657,20.367740206978535
research effect eco,2,5.024543248410426,10.84605866247997
pyrolysis temperature drive,2,5.020842921544662,15.107213567542178
fertilizer management practice,2,5.018554555420973,16.309879759656315
climate weather extreme,2,5.017113368193865,16.42774379773284
variation water budget,1,5.015836212679967,12.930782798881873
cross section fusion,4,5.012405911976737,18.496956586393093
area study base,1,5.012297048601345,8.726929989777881
sensing application preparation,1,5.011886226599915,11.3903980172447
quality impact saturation,2,5.009197127938199,12.094072324013604
submarine groundwater discharge,2,5.009082811236509,17.227404999823186
application challenge innovation,2,5.008936985132721,14.220680762226662
model oil presence,2,5.008646144408797,7.5145866772901115
ocean continent collision,1,5.008186169256902,18.693281048429935
bioremediation soil fertility,2,5.00455285679849,13.920794590480753
co delivery anticancer,2,5.004299489478907,16.786391409880984
antimicrobial antioxidant anticancer,2,5.004299489478907,18.711182704511984
surface methodology maximizing,1,5.001507957791372,18.99410725458499
fault seal prediction,2,4.997885219063075,17.616340507387456
datum integration modeling,2,4.993726279125884,12.440775825834976
characterization permeability modeling,2,4.993726279125884,10.703744262727973
stem tissue modeling,2,4.993726279125884,15.210861836533455
inverse dynamic modeling,1,4.993726279125884,13.880634418427606
variation growth rate,2,4.993053603084732,12.6914272540471
alternative dissolution rate,2,4.993053603084732,16.024137363910043
variation accumulation rate,2,4.993053603084732,13.08988186913034
analysis accumulation rate,2,4.993053603084732,9.73402045117574
attachment detachment rate,2,4.993053603084732,21.245302481862485
choke flow rate,2,4.993053603084732,17.700140989199305
relationship exchange rate,2,4.993053603084732,15.233593470223662
euro exchange rate,2,4.993053603084732,20.35045722791456
uncertainty interest rate,2,4.993053603084732,18.875119218367903
dollar exchange rate,2,4.993053603084732,20.212953704164626
urine flow rate,2,4.993053603084732,13.908727611010722
comparison flow rate,2,4.993053603084732,12.689774273641046
valley height rate,2,4.993053603084732,18.063431875514265
drilling penetration rate,2,4.993053603084732,17.014348047022615
space sedimentation rate,2,4.993053603084732,15.705616119265455
manure application rate,2,4.993053603084732,13.894769153420802
volume application rate,2,4.993053603084732,12.496219776930527
determination sedimentation rate,1,4.993053603084732,13.799091272179846
siliciclastic poor shelf,1,4.992845397756939,20.316904668203534
habitat response shelf,1,4.992845397756939,14.868634058146434
southeastern continental shelf,1,4.992845397756939,14.276819686416205
shallow continental shelf,1,4.992845397756939,13.36028650893352
outer continental shelf,1,4.992845397756939,15.844809108533648
region shelf shelf,1,4.992845397756939,12.143730125544247
degassing timing shelf,1,4.992845397756939,20.212953704164626
transgression area shelf,1,4.992845397756939,16.157729276947993
degassing shallow shelf,1,4.992845397756939,17.983003931650096
change ice shelf,1,4.992845397756939,13.06903852297081
stage nascent fiber,1,4.992412477517357,21.14990370005534
detection oil leakage,2,4.990638425378446,11.460166668879621
site ground motion,1,4.990304659317539,15.846485380902077
hydrocarbon microseepage trace,2,4.989444631483128,15.868522899546939
onset withdrawal duration,1,4.988671672774789,24.81269235313569
characterization surfactant antibacterial,2,4.98658855852572,14.137815750212182
comparison study validation,1,4.975831992130343,11.335484945576116
disease identification verification,1,4.971186518088826,14.673227714187917
growth electron balance,1,4.970347819740501,14.350385673852017
precipitation frequency summer,1,4.969067481712449,16.52778010748966
mixture mud volcanic,1,4.966749733117456,14.607638209604943
series host volcanic,1,4.966749733117456,15.108123730944198
density peaking west,1,4.966215611659428,21.213541853512293
deposit borehole west,1,4.966215611659428,13.937064188365344
effect urea morphology,2,4.965737160353642,16.058807879736793
flow filtering data,2,4.962186927795935,16.530215987756993
signature simulation data,2,4.962186927795935,13.667565385654434
fouling testing data,2,4.962186927795935,18.758036655028462
sand potential data,2,4.962186927795935,11.153560151705118
metabolite lipid data,2,4.962186927795935,14.760459041510819
concrete review data,2,4.962186927795935,12.23565950001951
application coolant data,2,4.962186927795935,17.44731017644958
depth sensitivity data,2,4.962186927795935,15.038288161684953
ensemble atmospheric forecasting,1,4.962041071291275,17.247415189714605
plume transport forecasting,1,4.962041071291275,18.243634662615985
impact post collision,1,4.959910289928294,14.565493136756091
material supercapacitor nitrogen,1,4.959715356281638,15.002516281092687
fiber cell eye,1,4.9587726793823395,16.232400213155568
source transportation mining,1,4.957299077962594,13.275275160359094
datum information mining,1,4.957299077962594,13.264489058191879
scarcity contamination mining,1,4.957299077962594,17.94913816566918
image sand mining,1,4.957299077962594,13.662760964602784
source sand mining,1,4.957299077962594,11.132317206517051
degree perspective mining,1,4.957299077962594,15.363593581001904
emission environment mining,1,4.957299077962594,11.619914642749263
facility structure mining,1,4.957299077962594,15.056366896706539
granodiorite sample mining,1,4.957299077962594,17.562320540037796
contrast datum mining,1,4.957299077962594,14.044707850311969
iron coal mining,1,4.957299077962594,10.936117280823265
safety protocol mining,1,4.957299077962594,17.188268564974766
resource mica mining,1,4.957299077962594,17.75802217641353
chitosan selenium nanocomposite,2,4.957087339146099,18.945979006307294
natural spatiotemporal variability,1,4.954288523012496,13.634280514503693
reef scale variability,1,4.954288523012496,14.348268098531753
morning evening variability,1,4.954288523012496,29.308435993751086
temporal physiochemical variability,1,4.954288523012496,18.8099191671404
interaction precipitation variability,1,4.954288523012496,13.392898909776981
significant hydrochemical variability,1,4.954288523012496,16.407066241703575
night background variability,1,4.954288523012496,21.249542304697517
foliation lineation variability,1,4.954288523012496,26.98650789886372
substantial interannual variability,1,4.954288523012496,20.520533434359653
human biological sample,6,4.948517937366218,13.751718497453695
progress drought period,1,4.947257955533899,16.32271778172024
grab sample period,1,4.947257955533899,20.405773521447795
post colonial period,1,4.947257955533899,20.278017974249426
pattern flood period,1,4.947257955533899,15.224685698759712
period flood period,1,4.947257955533899,15.919670986808695
post capture period,1,4.947257955533899,16.17647994778736
risk year period,1,4.947257955533899,12.818586355612126
station time period,1,4.947257955533899,14.904688281611659
holocene warm period,1,4.947257955533899,17.18720281106376
onset wetter period,1,4.947257955533899,23.86787927438342
snow retention period,1,4.947257955533899,18.339631164656588
extent study period,1,4.947257955533899,13.179664653880677
age difference period,1,4.947257955533899,14.734693366064057
term family period,1,4.947257955533899,15.384886154973973
high glacial period,1,4.947257955533899,12.513037710013913
